"measure_id";"measure_name";"location_name";"race_group";"year_id";"val";"country"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2002;1.8904653;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2003;2.397914422;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2004;2.549192628;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2005;2.442749351;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2006;2.510390974;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2007;2.913139184;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2008;3.630785055;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2009;4.091592378;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2010;4.094315342;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2011;3.761456184;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2012;3.672437879;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2013;3.965438898;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2014;4.700002213;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2015;5.621850407;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2016;6.248015628;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2017;5.827086186;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2018;4.786336944;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic American Indian and Alaska Native";2019;3.915523408;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";1999;12.41051694;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2000;13.87437191;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2001;14.64625423;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2002;13.31482189;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2003;10.51286541;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2004;8.428360888;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2005;7.506500689;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2006;7.854114124;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2007;9.614967077;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2008;12.60547959;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2009;14.76472432;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2010;15.71259635;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2011;15.9546321;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2012;16.68683409;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2013;17.49737259;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2014;17.96027795;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2015;19.78113219;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2016;24.75443862;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2017;32.31885633;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2018;35.07261685;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2019;28.50854297;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";1999;30.61592998;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2000;21.60956627;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2001;20.86625809;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2002;26.24607193;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2003;33.33604614;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2004;38.13290405;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2005;39.67449862;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2006;38.58906345;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2007;36.21289088;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2008;33.55762649;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2009;33.00966934;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2010;34.40891382;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2011;36.74586852;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2012;39.66893914;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2013;43.85573046;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2014;50.18854853;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2015;61.18521927;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2016;80.15670751;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2017;101.0259615;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2018;101.5134622;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic Black";2019;78.16197372;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";1999;9.720771342;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2000;9.016812816;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2001;9.301326078;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2002;10.58613267;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2003;11.95163154;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2004;12.82494976;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2005;13.16225065;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2006;13.06757837;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2007;12.74499746;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2008;12.34070972;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2009;12.36684533;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2010;12.78642575;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2011;13.37365724;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2012;14.73335668;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2013;17.45084171;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2014;21.94776033;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2015;28.61233601;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2016;38.75915299;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2017;49.79609647;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2018;53.62364603;"United States"
25;"Maternal mortality ratio";"Alabama";"Non-Hispanic White";2019;47.10132852;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";1999;4.616518569;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2000;5.545735438;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2001;5.796710549;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2002;5.913718278;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2003;6.257573622;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2004;6.93927278;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2005;8.009827535;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2006;9.252670711;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2007;10.34683898;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2008;10.84450364;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2009;10.56780485;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2010;9.665523708;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2011;8.389428382;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2012;7.703883896;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2013;7.86469918;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2014;8.808533141;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2015;9.879983353;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2016;10.83430351;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2017;11.20546203;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2018;10.69546665;"United States"
25;"Maternal mortality ratio";"Alaska";"Hispanic and any race";2019;9.283169112;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";1999;12.0423715;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2000;6.664361495;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2001;5.34696931;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2002;6.193051319;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2003;7.542113944;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2004;8.913172776;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2005;10.84702995;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2006;14.17225305;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2007;19.94223761;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2008;28.2158001;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2009;31.65619351;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2010;28.00523478;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2011;20.05886915;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2012;16.15546724;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2013;15.5069849;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2014;17.25333105;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2015;23.76972151;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2016;41.58125186;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2017;70.64357642;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2018;82.04595299;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic American Indian and Alaska Native";2019;59.19324363;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";1999;21.32264883;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2000;16.09575395;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2001;16.55337411;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2002;19.30862927;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2003;21.4764152;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2004;22.71799585;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2005;23.05200575;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2006;21.79127831;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2007;19.76758149;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2008;17.27702936;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2009;15.39950421;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2010;14.48433752;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2011;14.5528748;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2012;16.61322676;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2013;21.77379546;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2014;30.05019213;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2015;35.81764587;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2016;36.7334345;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2017;34.36750585;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2018;32.22661704;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2019;28.94658239;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";1999;10.27329398;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2000;9.37758237;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2001;10.48581625;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2002;13.81096662;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2003;17.21729831;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2004;19.17900281;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2005;19.50913817;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2006;18.63859437;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2007;17.1710909;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2008;15.62138997;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2009;14.95180956;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2010;15.12983012;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2011;15.67487209;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2012;15.88403812;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2013;15.79163766;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2014;15.68210959;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2015;16.35361338;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2016;18.10525695;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2017;21.46550929;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2018;27.13134028;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic Black";2019;33.08788115;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";1999;5.227503422;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2000;5.686036622;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2001;6.500066098;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2002;7.934390276;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2003;9.245246294;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2004;10.05024219;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2005;10.16034612;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2006;9.471586738;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2007;8.425199303;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2008;7.407342615;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2009;7.299391755;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2010;8.162071015;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2011;9.726912955;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2012;10.85164472;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2013;11.44880545;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2014;11.58861975;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2015;11.58518237;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2016;11.59765339;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2017;12.65843417;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2018;17.02479081;"United States"
25;"Maternal mortality ratio";"Alaska";"Non-Hispanic White";2019;26.32333462;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";1999;7.590151532;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2000;9.753595906;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2001;10.85212553;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2002;10.46151638;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2003;9.728138343;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2004;9.478466801;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2005;9.670373244;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2006;9.977896972;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2007;10.58823826;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2008;11.879841;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2009;14.11100655;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2010;16.83199974;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2011;18.72834217;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2012;19.37793129;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2013;19.69221263;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2014;20.35901473;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2015;21.63208211;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2016;23.50672345;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2017;25.97916381;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2018;29.18063432;"United States"
25;"Maternal mortality ratio";"Arizona";"Hispanic and any race";2019;32.13618773;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";1999;28.57111081;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2000;21.57353965;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2001;18.02824108;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2002;17.32387894;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2003;17.78428322;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2004;20.36069206;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2005;26.89876903;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2006;32.51001559;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2007;33.01756859;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2008;28.63103928;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2009;30.11353335;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2010;42.16279354;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2011;67.07873376;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2012;84.45101771;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2013;85.54418422;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2014;73.19654818;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2015;61.51604534;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2016;49.98292996;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2017;42.45806115;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2018;52.56149297;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic American Indian and Alaska Native";2019;92.8373446;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";1999;7.34675457;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2000;5.873189813;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2001;5.554214317;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2002;6.121380816;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2003;6.984898825;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2004;7.849264083;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2005;8.510793603;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2006;8.624830075;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2007;8.553996096;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2008;8.464117144;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2009;8.884474863;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2010;10.01172547;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2011;11.67618952;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2012;13.4112971;"United States"
25;"Maternal mortality ratio";"Arizona";"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander";2013;15.54296744;"United States"
