measure_id,measure_name,location_name,race_group,year_id,val
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2006,2.510390974
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2007,2.913139184
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2008,3.630785055
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2009,4.091592378
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2010,4.094315342
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2011,3.761456184
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2012,3.672437879
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2013,3.965438898
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2014,4.700002213
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2015,5.621850407
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2016,6.248015628
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2017,5.827086186
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2018,4.786336944
25,Maternal mortality ratio,Alabama,Non-Hispanic American Indian and Alaska Native,2019,3.915523408
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",1999,12.41051694
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2000,13.87437191
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2001,14.64625423
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2002,13.31482189
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2003,10.51286541
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2004,8.428360888
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2005,7.506500689
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2006,7.854114124
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2007,9.614967077
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2008,12.60547959
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2009,14.76472432
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2010,15.71259635
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2011,15.9546321
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2012,16.68683409
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2013,17.49737259
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2014,17.96027795
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2015,19.78113219
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2016,24.75443862
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2017,32.31885633
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2018,35.07261685
25,Maternal mortality ratio,Alabama,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2019,28.50854297
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,1999,30.61592998
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2000,21.60956627
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2001,20.86625809
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2002,26.24607193
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2003,33.33604614
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2004,38.13290405
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2005,39.67449862
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2006,38.58906345
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2007,36.21289088
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2008,33.55762649
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2009,33.00966934
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2010,34.40891382
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2011,36.74586852
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2012,39.66893914
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2013,43.85573046
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2014,50.18854853
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2015,61.18521927
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2016,80.15670751
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2017,101.0259615
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2018,101.5134622
25,Maternal mortality ratio,Alabama,Non-Hispanic Black,2019,78.16197372
25,Maternal mortality ratio,Alabama,Non-Hispanic White,1999,9.720771342
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2000,9.016812816
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2001,9.301326078
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2002,10.58613267
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2003,11.95163154
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2004,12.82494976
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2005,13.16225065
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2006,13.06757837
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2007,12.74499746
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2008,12.34070972
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2009,12.36684533
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2010,12.78642575
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2011,13.37365724
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2012,14.73335668
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2013,17.45084171
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2014,21.94776033
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2015,28.61233601
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2016,38.75915299
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2017,49.79609647
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2018,53.62364603
25,Maternal mortality ratio,Alabama,Non-Hispanic White,2019,47.10132852
25,Maternal mortality ratio,Alaska,Hispanic and any race,1999,4.616518569
25,Maternal mortality ratio,Alaska,Hispanic and any race,2000,5.545735438
25,Maternal mortality ratio,Alaska,Hispanic and any race,2001,5.796710549
25,Maternal mortality ratio,Alaska,Hispanic and any race,2002,5.913718278
25,Maternal mortality ratio,Alaska,Hispanic and any race,2003,6.257573622
25,Maternal mortality ratio,Alaska,Hispanic and any race,2004,6.93927278
25,Maternal mortality ratio,Alaska,Hispanic and any race,2005,8.009827535
25,Maternal mortality ratio,Alaska,Hispanic and any race,2006,9.252670711
25,Maternal mortality ratio,Alaska,Hispanic and any race,2007,10.34683898
25,Maternal mortality ratio,Alaska,Hispanic and any race,2008,10.84450364
25,Maternal mortality ratio,Alaska,Hispanic and any race,2009,10.56780485
25,Maternal mortality ratio,Alaska,Hispanic and any race,2010,9.665523708
25,Maternal mortality ratio,Alaska,Hispanic and any race,2011,8.389428382
25,Maternal mortality ratio,Alaska,Hispanic and any race,2012,7.703883896
25,Maternal mortality ratio,Alaska,Hispanic and any race,2013,7.86469918
25,Maternal mortality ratio,Alaska,Hispanic and any race,2014,8.808533141
25,Maternal mortality ratio,Alaska,Hispanic and any race,2015,9.879983353
25,Maternal mortality ratio,Alaska,Hispanic and any race,2016,10.83430351
25,Maternal mortality ratio,Alaska,Hispanic and any race,2017,11.20546203
25,Maternal mortality ratio,Alaska,Hispanic and any race,2018,10.69546665
25,Maternal mortality ratio,Alaska,Hispanic and any race,2019,9.283169112
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,1999,12.0423715
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2000,6.664361495
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2001,5.34696931
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2002,6.193051319
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2003,7.542113944
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2004,8.913172776
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2005,10.84702995
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2006,14.17225305
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2007,19.94223761
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2008,28.2158001
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2009,31.65619351
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2010,28.00523478
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2011,20.05886915
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2012,16.15546724
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2013,15.5069849
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2014,17.25333105
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2015,23.76972151
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2016,41.58125186
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2017,70.64357642
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2018,82.04595299
25,Maternal mortality ratio,Alaska,Non-Hispanic American Indian and Alaska Native,2019,59.19324363
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",1999,21.32264883
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2000,16.09575395
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2001,16.55337411
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2002,19.30862927
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2003,21.4764152
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2004,22.71799585
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2005,23.05200575
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2006,21.79127831
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2007,19.76758149
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2008,17.27702936
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2009,15.39950421
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2010,14.48433752
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2011,14.5528748
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2012,16.61322676
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2013,21.77379546
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2014,30.05019213
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2015,35.81764587
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2016,36.7334345
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2017,34.36750585
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2018,32.22661704
25,Maternal mortality ratio,Alaska,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2019,28.94658239
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,1999,10.27329398
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2000,9.37758237
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2001,10.48581625
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2002,13.81096662
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2003,17.21729831
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2004,19.17900281
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2005,19.50913817
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2006,18.63859437
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2007,17.1710909
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2008,15.62138997
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2009,14.95180956
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2010,15.12983012
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2011,15.67487209
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2012,15.88403812
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2013,15.79163766
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2014,15.68210959
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2015,16.35361338
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2016,18.10525695
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2017,21.46550929
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2018,27.13134028
25,Maternal mortality ratio,Alaska,Non-Hispanic Black,2019,33.08788115
25,Maternal mortality ratio,Alaska,Non-Hispanic White,1999,5.227503422
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2000,5.686036622
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2001,6.500066098
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2002,7.934390276
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2003,9.245246294
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2004,10.05024219
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2005,10.16034612
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2006,9.471586738
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2007,8.425199303
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2008,7.407342615
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2009,7.299391755
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2010,8.162071015
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2011,9.726912955
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2012,10.85164472
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2013,11.44880545
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2014,11.58861975
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2015,11.58518237
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2016,11.59765339
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2017,12.65843417
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2018,17.02479081
25,Maternal mortality ratio,Alaska,Non-Hispanic White,2019,26.32333462
25,Maternal mortality ratio,Arizona,Hispanic and any race,1999,7.590151532
25,Maternal mortality ratio,Arizona,Hispanic and any race,2000,9.753595906
25,Maternal mortality ratio,Arizona,Hispanic and any race,2001,10.85212553
25,Maternal mortality ratio,Arizona,Hispanic and any race,2002,10.46151638
25,Maternal mortality ratio,Arizona,Hispanic and any race,2003,9.728138343
25,Maternal mortality ratio,Arizona,Hispanic and any race,2004,9.478466801
25,Maternal mortality ratio,Arizona,Hispanic and any race,2005,9.670373244
25,Maternal mortality ratio,Arizona,Hispanic and any race,2006,9.977896972
25,Maternal mortality ratio,Arizona,Hispanic and any race,2007,10.58823826
25,Maternal mortality ratio,Arizona,Hispanic and any race,2008,11.879841
25,Maternal mortality ratio,Arizona,Hispanic and any race,2009,14.11100655
25,Maternal mortality ratio,Arizona,Hispanic and any race,2010,16.83199974
25,Maternal mortality ratio,Arizona,Hispanic and any race,2011,18.72834217
25,Maternal mortality ratio,Arizona,Hispanic and any race,2012,19.37793129
25,Maternal mortality ratio,Arizona,Hispanic and any race,2013,19.69221263
25,Maternal mortality ratio,Arizona,Hispanic and any race,2014,20.35901473
25,Maternal mortality ratio,Arizona,Hispanic and any race,2015,21.63208211
25,Maternal mortality ratio,Arizona,Hispanic and any race,2016,23.50672345
25,Maternal mortality ratio,Arizona,Hispanic and any race,2017,25.97916381
25,Maternal mortality ratio,Arizona,Hispanic and any race,2018,29.18063432
25,Maternal mortality ratio,Arizona,Hispanic and any race,2019,32.13618773
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,1999,28.57111081
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2000,21.57353965
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2001,18.02824108
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2002,17.32387894
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2003,17.78428322
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2004,20.36069206
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2005,26.89876903
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2006,32.51001559
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2007,33.01756859
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2008,28.63103928
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2009,30.11353335
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2010,42.16279354
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2011,67.07873376
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2012,84.45101771
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2013,85.54418422
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2014,73.19654818
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2015,61.51604534
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2016,49.98292996
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2017,42.45806115
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2018,52.56149297
25,Maternal mortality ratio,Arizona,Non-Hispanic American Indian and Alaska Native,2019,92.8373446
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",1999,7.34675457
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2000,5.873189813
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2001,5.554214317
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2002,6.121380816
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2003,6.984898825
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2004,7.849264083
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2005,8.510793603
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2006,8.624830075
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2007,8.553996096
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2008,8.464117144
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2009,8.884474863
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2010,10.01172547
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2011,11.67618952
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2012,13.4112971
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2013,15.54296744
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2014,18.09429209
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2015,20.05109858
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2016,20.54893073
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2017,20.52862549
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2018,23.59816059
25,Maternal mortality ratio,Arizona,"Non-Hispanic Asian, Native Hawaiian, or Other Pacific Islander",2019,31.88014554
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,1999,22.98310513
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2000,31.1803805
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2001,35.39504832
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2002,33.92623496
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2003,29.78026378
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2004,26.74144396
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2005,25.26872929
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2006,25.22785969
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2007,26.89370611
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2008,30.66911611
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2009,34.96560624
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2010,38.45830397
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2011,39.70978613
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2012,40.20407538
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2013,41.47641294
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2014,44.22525233
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2015,47.10278911
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2016,48.88194432
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2017,53.75300839
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2018,74.84127566
25,Maternal mortality ratio,Arizona,Non-Hispanic Black,2019,122.8533615
25,Maternal mortality ratio,Arizona,Non-Hispanic White,1999,7.492982168
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2000,7.311673551
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2001,7.574588312
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2002,8.115354501
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2003,8.672906212
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2004,9.723570048
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2005,11.51711592
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2006,12.5840262
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2007,12.42830106
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2008,11.5110725
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2009,12.04570434
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2010,14.5778072
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2011,19.00031776
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2012,22.87455824
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2013,25.74600503
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2014,27.71549993
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2015,29.47215571
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2016,30.89680045
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2017,31.12003953
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2018,29.48118966
25,Maternal mortality ratio,Arizona,Non-Hispanic White,2019,25.43848347
25,Maternal mortality ratio,Arkansas,Hispanic and any race,1999,12.23364354
25,Maternal mortality ratio,Arkansas,Hispanic and any race,2000,11.13273996
25,Maternal mortality ratio,Arkansas,Hispanic and any race,2001,11.22193103
25,Maternal mortality ratio,Arkansas,Hispanic and any race,2002,12.51277299
25,Maternal mortality ratio,Arkansas,Hispanic and any race,2003,14.11783613
